tools	annotation	candidate EDAM term label	Validation expert	hasExactmatch	hasBroader	hasNarrower	EDAM term URI	domain	edam_category
Freesurfer	bfloat	Binary format	Yes	No	Yes	No	http://edamontology.org/format_2333	Neuroimaging	formats
Freesurfer	bshort	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Neuroimaging	formats
Freesurfer	cor	Image format	Yes	No	No	No	http://edamontology.org/format_3548	Neuroimaging	formats
Freesurfer	curv	Image format	Yes	No	No	No	http://edamontology.org/format_3549	Neuroimaging	formats
Freesurfer	dat	dat	Yes	Yes	No	No	http://edamontology.org/format_1637	Neuroimaging	formats
Freesurfer	dicom	DICOM format	Yes	Yes	No	No	http://edamontology.org/format_3548	Neuroimaging	formats
Freesurfer	gca	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Neuroimaging	formats
Freesurfer	gcs	Image format	Yes	No	No	No	http://edamontology.org/format_3548	Neuroimaging	formats
Freesurfer	m3d	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Neuroimaging	formats
Freesurfer	mgh	Image format	Yes	No	No	No	http://edamontology.org/format_3547	Neuroimaging	formats
Freesurfer	mgz	Image format	Yes	No	No	No	http://edamontology.org/format_3548	Neuroimaging	formats
Freesurfer	nifti	Image format	Yes	No	No	No	http://edamontology.org/format_3549	Neuroimaging	formats
Freesurfer	patch	Image format	Yes	No	No	No	http://edamontology.org/format_3551	Neuroimaging	formats
Freesurfer	xfm	xbm	Yes	No	No	No	http://edamontology.org/format_3598	Neuroimaging	formats
Freesurfer	morphometry analysis	Image analysis	Yes	No	Yes	No	http://edamontology.org/operation_3443	Neuroimaging	operations
Freesurfer	tractography	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	operations
Freesurfer	whole-brain analysis	Neurobiology	Yes	No	Yes	No	http://edamontology.org/topic_3304	Neuroimaging	operations
Freesurfer	brain imaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
Freesurfer	fmri surface analysis	MRI	Yes	No	Yes	No	http://edamontology.org/topic_3444	Neuroimaging	topics
Freesurfer	neuroimaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
GSEA	annotation p values	P-value	Yes	No	Yes	No	http://edamontology.org/data_1669	Systems_biology	data
GSEA	gene expression matrix	Gene expression matrix	Yes	Yes	No	No	http://edamontology.org/data_3112	Systems_biology	data
GSEA	graph	Graph data	Yes	No	Yes	No	http://edamontology.org/data_2884	Systems_biology	data
GSEA	pictures	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	data
GSEA	annotation p values	P-value	Yes	No	Yes	No	http://edamontology.org/data_1669	Systems_biology	formats
GSEA	gene expression matrix	Gene expression matrix	Yes	Yes	No	No	http://edamontology.org/data_3112	Systems_biology	formats
GSEA	graph	Graph data	Yes	No	Yes	No	http://edamontology.org/data_2884	Systems_biology	formats
GSEA	pictures	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Systems_biology	formats
GSEA	functional enrichment analysis	Enrichment analysis	Yes	No	Yes	No	http://edamontology.org/operation_3501	Systems_biology	operations
GSEA	gene set enrichment analysis	Gene-set enrichment analysis	Yes	Yes	No	No	http://edamontology.org/operation_2436	Systems_biology	operations
GSEA	gene set scoring	Enrichment analysis	Yes	No	Yes	No	http://edamontology.org/operation_3501	Systems_biology	operations
GSEA	rank-based enrichment	Enrichment analysis	Yes	No	Yes	No	http://edamontology.org/operation_3501	Systems_biology	operations
GSEA	statistical permutation	Statistical calculation	Yes	No	Yes	No	http://edamontology.org/operation_2238	Systems_biology	operations
GSEA	visualization	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Systems_biology	operations
GSEA	enrichment analysis	Enrichment analysis	Yes	Yes	No	No	http://edamontology.org/operation_3501	Systems_biology	topics
GSEA	functional annotation	Gene functional annotation	Yes	No	Yes	No	http://edamontology.org/operation_3672	Systems_biology	topics
GSEA	functional genomics	Functional genomics	Yes	Yes	No	No	http://edamontology.org/topic_0085	Systems_biology	topics
GSEA	pathway analysis	Pathway analysis	Yes	Yes	No	No	http://edamontology.org/operation_3928	Systems_biology	topics
GSEA	systems biology	Systems biology	Yes	Yes	No	No	http://edamontology.org/topic_2259	Systems_biology	topics
GTDB-Tk	metagenome	Metagenomic sequencing	Yes	No	Yes	No	http://edamontology.org/topic_3837	Metagenomic	data
GTDB-Tk	phylogenetic tree	Phylogenetic tree	Yes	Yes	No	No	http://edamontology.org/data_0872	Metagenomic	data
GTDB-Tk	taxonomic labels	Taxonomic name	Yes	No	Yes	No	http://edamontology.org/data_1872	Metagenomic	data
GTDB-Tk	fasta	FASTA	Yes	Yes	No	No	http://edamontology.org/format_1929	Metagenomic	formats
GTDB-Tk	json	JSON	Yes	Yes	No	No	http://edamontology.org/format_3464	Metagenomic	formats
GTDB-Tk	newick	newick	Yes	Yes	No	No	http://edamontology.org/format_1910	Metagenomic	formats
GTDB-Tk	tsv	TSV	Yes	Yes	No	No	http://edamontology.org/format_3475	Metagenomic	formats
GTDB-Tk	phylogenetic inference	Phylogenetic inference	Yes	Yes	No	No	http://edamontology.org/operation_0323	Metagenomic	operations
GTDB-Tk	taxonomic classification	Taxonomic classification	Yes	Yes	Yes	No	http://edamontology.org/operation_3460	Metagenomic	operations
GTDB-Tk	comparative genomics	Comparative genomics	Yes	Yes	No	No	http://edamontology.org/topic_0797	Metagenomic	topics
GTDB-Tk	metagenomics	Metagenomics	Yes	Yes	No	No	http://edamontology.org/topic_3174	Metagenomic	topics
GTDB-Tk	phylogenomics	Phylogenomics	Yes	Yes	No	No	http://edamontology.org/topic_0194	Metagenomic	topics
GTDB-Tk	taxonomy	Taxonomic classification	Yes	No	Yes	No	http://edamontology.org/operation_3460	Metagenomic	topics
Kraken2	abundance table	Biodiversity data	Yes	No	Yes	No	http://edamontology.org/data_3707	Metagenomic	data
Kraken2	taxonomic annotation	Taxonomic name	Yes	No	Yes	No	http://edamontology.org/data_1872	Metagenomic	data
Kraken2	fastq	FASTQ	Yes	Yes	No	No	http://edamontology.org/format_1930	Metagenomic	formats
Kraken2	html	HTML	Yes	Yes	No	No	http://edamontology.org/format_2331	Metagenomic	formats
Kraken2	tsv	TSV	Yes	Yes	No	No	http://edamontology.org/format_3475	Metagenomic	formats
Kraken2	sequence classification	Sequence analysis	Yes	No	Yes	No	http://edamontology.org/operation_2403	Metagenomic	operations
Kraken2	taxonomic annotation	Taxonomic classification	Yes	No	Yes	No	http://edamontology.org/operation_3460	Metagenomic	operations
Kraken2	metagenomics	Metagenomics	Yes	Yes	No	No	http://edamontology.org/topic_3174	Metagenomic	topics
Kraken2	sequence analysis	Sequence analysis	Yes	Yes	No	No	http://edamontology.org/topic_0080	Metagenomic	topics
Kraken2	sequencing	Sequencing	Yes	Yes	No	No	http://edamontology.org/topic_3168	Metagenomic	topics
Kraken2	taxonomic profiling	Taxonomic classification	Yes	No	Yes	No	http://edamontology.org/operation_3460	Metagenomic	topics
MAFFT	multiple-sequence alignment file	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_0863	Phylogeny	data
MAFFT	multiple-sequence file	Nucleic acid sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_1383	Phylogeny	data
MAFFT	multiple-sequence file	Protein sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_1384	Phylogeny	data
MAFFT	.tree	Phylogenetic tree format	Yes	No	Yes	No	http://edamontology.org/format_2006	Phylogeny	formats
MAFFT	clustal	clustal	Yes	Yes	No	No	http://edamontology.org/format_1424	Phylogeny	formats
MAFFT	fasta	fasta	Yes	Yes	No	No	http://edamontology.org/format_1929	Phylogeny	formats
MAFFT	global multiple sequence alignment	Multiple sequence alignment	Yes	No	Yes	No	http://edamontology.org/operation_0492	Phylogeny	operations
MAFFT	progressive alignment	Sequence alignment analysis	Yes	No	Yes	No	http://edamontology.org/operation_0258	Phylogeny	operations
MAFFT	comparative genomics	Comparative genomics	Yes	Yes	No	No	http://edamontology.org/topic_0797	Phylogeny	topics
MAFFT	molecular evolution	Molecular evolution	Yes	Yes	No	No	http://edamontology.org/topic_3945	Phylogeny	topics
MAFFT	multiple-sequence alignment (msa)	Sequence Analysis	Yes	No	Yes	No	http://edamontology.org/topic_0080	Phylogeny	topics
MAFFT	sequence analysis	Sequence analysis	Yes	Yes	No	No	http://edamontology.org/topic_0080	Phylogeny	topics
MEGAHIT	contigs	Sequence Assembly	Yes	No	Yes	No	http://edamontology.org/data_0925	Metagenomic	data
MEGAHIT	fasta	FASTA	Yes	Yes	No	No	http://edamontology.org/format_1929	Metagenomic	formats
MEGAHIT	fastq	FASTQ	Yes	Yes	No	No	http://edamontology.org/format_1930	Metagenomic	formats
MEGAHIT	bruijn graph	De Bruijn graph 	Yes	Yes	No	No	http://edamontology.org/operation_0524	Metagenomic	operations
MEGAHIT	genome assemby	Genome assembly	Yes	Yes	No	No	http://edamontology.org/operation_0525	Metagenomic	operations
MEGAHIT	metagenomic assembly	Sequence assembly	Yes	No	Yes	No	http://edamontology.org/operation_0310	Metagenomic	operations
MEGAHIT	de novo assembly	De-novo assembly	Yes	Yes	No	No	http://edamontology.org/operation_0524	Metagenomic	topics
MEGAHIT	metagenomics	Metagenomics	Yes	Yes	No	No	http://edamontology.org/topic_3174	Metagenomic	topics
MEGAHIT	sequence analysis	Sequence analysis	Yes	Yes	No	No	http://edamontology.org/topic_0080	Metagenomic	topics
MEGAHIT	sequence assembly	Sequence assembly	Yes	Yes	No	No	http://edamontology.org/topic_0196	Metagenomic	topics
MEGAHIT	sequencing	Sequencing	Yes	Yes	No	No	http://edamontology.org/topic_3168	Metagenomic	topics
MEGAHIT	short reads	DNA-Seq	Yes	No	Yes	No	http://edamontology.org/topic_3168	Metagenomic	topics
MOFA2	omics matrices	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Systems_biology	data
MOFA2	omics matrices	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Systems_biology	formats
MOFA2	bayesian inference	Statistical inference	Yes	No	Yes	No	http://edamontology.org/operation_3658	Systems_biology	operations
MOFA2	joint matrix factorisation	Dimensionality reduction	Yes	No	Yes	No	http://edamontology.org/operation_3935	Systems_biology	operations
MOFA2	matrix factorization	Dimensionality reduction	Yes	No	Yes	No	http://edamontology.org/operation_3935	Systems_biology	operations
MOFA2	reduction dimension	Dimensionality reduction	Yes	Yes	No	No	http://edamontology.org/operation_3935	Systems_biology	operations
MOFA2	variance decomposition	Statistical calculation	Yes	No	Yes	No	http://edamontology.org/operation_2238	Systems_biology	operations
MOFA2	dimensionality reduction	Dimensionality reduction	Yes	Yes	No	No	http://edamontology.org/operation_3935	Systems_biology	topics
MOFA2	factor analysis	Dimensionality reduction	Yes	No	Yes	No	http://edamontology.org/operation_3935	Systems_biology	topics
MOFA2	joint dimension reduction	Dimension reduction	Yes	No	Yes	No	http://edamontology.org/operation_3935	Systems_biology	topics
MOFA2	multi-omics data integration	Multiomics 	Yes	No	Yes	No	http://edamontology.org/topic_4021	Systems_biology	topics
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	data
MULTIXRANK	multi-layer network graphs	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
MULTIXRANK	scores	Score	Yes	Yes	No	No	http://edamontology.org/data_1772	Systems_biology	data
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_0950	Systems_biology	formats
MULTIXRANK	multi-layer network graphs	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
MULTIXRANK	scores	Score	Yes	Yes	No	No	http://edamontology.org/data_1772	Systems_biology	formats
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	operations
MULTIXRANK	network propagation	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
MULTIXRANK	prioritization algorithm	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
MULTIXRANK	random walk with restart	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
MULTIXRANK	multi-layer networks	Molecular interactions, pathways and networks	Yes	No	Yes	No	http://edamontology.org/topic_0602	Systems_biology	topics
MULTIXRANK	network analysis	Network analysis	Yes	Yes	No	No	http://edamontology.org/operation_3927	Systems_biology	topics
MULTIXRANK	network biology	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
MULTIXRANK	network exploration	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
MetaBAT2	abundance profiling	Biodiversity data	Yes	No	Yes	No	http://edamontology.org/data_3707	Metagenomic	data
MetaBAT2	contigs	Sequence Assembly	Yes	No	Yes	No	http://edamontology.org/data_0925	Metagenomic	data
MetaBAT2	tetranucleotide frequencies	Base frequencies table	Yes	Yes	No	No	http://edamontology.org/data_1265	Metagenomic	data
MetaBAT2	bam	BAM	Yes	Yes	No	No	http://edamontology.org/format_2572	Metagenomic	formats
MetaBAT2	fasta	FASTA	Yes	Yes	No	No	http://edamontology.org/format_1929	Metagenomic	formats
MetaBAT2	tsv	TSV	Yes	Yes	No	No	http://edamontology.org/format_3475	Metagenomic	formats
MetaBAT2	metagenomics	Metagenomics	Yes	Yes	No	No	http://edamontology.org/topic_3174	Metagenomic	topics
MetaBAT2	sequence analysis	Sequence analysis	Yes	Yes	No	No	http://edamontology.org/topic_0080	Metagenomic	topics
MetaBAT2	sequencing	Sequencing	Yes	Yes	No	No	http://edamontology.org/topic_3168	Metagenomic	topics
Minimap2	raw reads	Sequence trace	Yes	No	Yes	No	http://edamontology.org/data_0924	Genetic_variant	data
Minimap2	reference genome	RH scores	Yes	No	Yes	No	http://edamontology.org/data_0926	Genetic_variant	data
Minimap2	reference reads	Sequence set (nucleic acid)	Yes	No	Yes	No	http://edamontology.org/data_1234	Genetic_variant	data
Minimap2	sequence alignment formats	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_0863	Genetic_variant	data
Minimap2	fasta	FASTA	Yes	Yes	No	No	http://edamontology.org/format_1929	Genetic_variant	formats
Minimap2	fastq	FASTQ	Yes	Yes	No	No	http://edamontology.org/format_1930	Genetic_variant	formats
Minimap2	mmi	Data index format	Yes	No	Yes	No	http://edamontology.org/format_3326	Genetic_variant	formats
Minimap2	sam	SAM	Yes	Yes	No	No	http://edamontology.org/format_2573	Genetic_variant	formats
Minimap2	alignment of long reads to reference sequence (or genome)	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/operation_0292	Genetic_variant	operations
Minimap2	indexing	Indexing	Yes	Yes	No	No	http://edamontology.org/operation_0227	Genetic_variant	operations
Minimap2	dna sequence aligner to reference sequences	Sequence analysis	Yes	No	Yes	No	http://edamontology.org/topic_0080	Genetic_variant	topics
Minimap2	rna sequence aligner to reference sequences	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/operation_0292	Genetic_variant	topics
Monocle3	branch labels	Name	Yes	No	Yes	No	http://edamontology.org/data_2099	Single_Cell	data
Monocle3	differential expression results	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Single_Cell	data
Monocle3	expression matrices	Gene expression matrix	Yes	No	Yes	No	http://edamontology.org/data_3112	Single_Cell	data
Monocle3	plots	Plot	Yes	Yes	No	No	http://edamontology.org/data_2884	Single_Cell	data
Monocle3	pseudotime values	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Single_Cell	data
Monocle3	trajectory graph	Trajectory data	Yes	No	Yes	No	http://edamontology.org/data_3870	Single_Cell	data
Monocle3	trajectory tree	Trajectory data	Yes	No	Yes	No	http://edamontology.org/data_3870	Single_Cell	data
Monocle3	bundle format (mtx)	MTX	Yes	Yes	No	No	http://edamontology.org/format_3916	Single_Cell	formats
Monocle3	csv	CSV	Yes	Yes	No	No	http://edamontology.org/format_3752	Single_Cell	formats
Monocle3	jpeg	JPEG	Yes	Yes	No	No	http://edamontology.org/format_3579	Single_Cell	formats
Monocle3	pdf	PDF	Yes	Yes	No	No	http://edamontology.org/format_3508	Single_Cell	formats
Monocle3	png	PNG	Yes	Yes	No	No	http://edamontology.org/format_3603	Single_Cell	formats
Monocle3	rds	Binary format	Yes	No	Yes	No	http://edamontology.org/format_2333	Single_Cell	formats
Monocle3	svg	SVG	Yes	Yes	No	No	http://edamontology.org/format_3603	Single_Cell	formats
Monocle3	tsv	TSV	Yes	Yes	No	No	http://edamontology.org/format_3475	Single_Cell	formats
Monocle3	cell trajectories inference	Expression profile comparison	Yes	No	Yes	No	http://edamontology.org/operation_0315	Single_Cell	operations
Monocle3	clustering	Clustering	Yes	Yes	No	No	http://edamontology.org/operation_3432	Single_Cell	operations
Monocle3	differential expression over cell trajectory	Differential expression analysis	Yes	No	Yes	No	http://edamontology.org/operation_3223	Single_Cell	operations
Monocle3	normalization	Normalization	Yes	Yes	No	No	http://edamontology.org/operation_3435	Single_Cell	operations
Monocle3	reduction dimensions	Dimensionality reduction	Yes	Yes	No	No	http://edamontology.org/operation_3935	Single_Cell	operations
Monocle3	visualisations	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Single_Cell	operations
Monocle3	cell trajectories inference	Single-cell sequencing	Yes	No	Yes	No	http://edamontology.org/topic_4028	Single_Cell	topics
Monocle3	single-cell genomic	Single-cell sequencing	Yes	No	Yes	No	http://edamontology.org/topic_4028	Single_Cell	topics
PhyML	multiple sequence alignment	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/data_0863	Phylogeny	data
PhyML	phylogeny trees with support values	Phylogenetic tree	Yes	No	Yes	No	http://edamontology.org/data_0872	Phylogeny	data
PhyML	sequence evolution model	DNA substitution model	Yes	No	Yes	No	http://edamontology.org/data_1439	Phylogeny	data
PhyML	newick	newick	Yes	Yes	No	No	http://edamontology.org/format_1910	Phylogeny	formats
PhyML	phylip	phylip	Yes	Yes	No	No	http://edamontology.org/format_1435	Phylogeny	formats
PhyML	maximum-likelihood tree inference	Phylogenetic inference (maximum likelihood and Bayesian methods)	Yes	No	Yes	No	http://edamontology.org/operation_0547	Phylogeny	operations
PhyML	tree inference	Phlyogenetic tree construction	Yes	No	No	Yes	http://edamontology.org/operation_0323	Phylogeny	operations
PhyML	likelihood-based phylogenetics	Phylogenetics	Yes	No	Yes	No	http://edamontology.org/topic_0084	Phylogeny	topics
PhyML	molecular evolution	Molecular evolution	Yes	Yes	No	No	http://edamontology.org/topic_3945	Phylogeny	topics
PhyML	phylogenetics	Phylogenetics	Yes	Yes	No	No	http://edamontology.org/topic_3293	Phylogeny	topics
RWR	biological networks	Network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
RWR	convergence scores	Score	Yes	No	Yes	No	http://edamontology.org/data_1772	Systems_biology	data
RWR	network	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
RWR	biological networks	Network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
RWR	convergence scores	Score	Yes	No	Yes	No	http://edamontology.org/data_1772	Systems_biology	formats
RWR	network	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
RWR	random walk with restart	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
RWR	disease gene prediction	Gene prediction	Yes	No	Yes	No	http://edamontology.org/operation_2454	Systems_biology	topics
RWR	network analysis	Network analysis	Yes	Yes	No	No	http://edamontology.org/operation_3927	Systems_biology	topics
RWR	network exploration	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
RWR	network propagation	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
SNF	fused networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	data
SNF	fused similarity matrix	Distance matrix	Yes	No	Yes	No	http://edamontology.org/data_2855	Systems_biology	data
SNF	multi-omics profiles	Omics	Yes	No	Yes	No	http://edamontology.org/topic_3391	Systems_biology	data
SNF	omics	Omics	Yes	Yes	No	No	http://edamontology.org/topic_3391	Systems_biology	data
SNF	similarity matrices	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Systems_biology	data
SNF	fused networks	Pathway or network	Yes	No	Yes	No	http://edamontology.org/data_2600	Systems_biology	formats
SNF	fused similarity matrix	Distance matrix	Yes	No	Yes	No	http://edamontology.org/data_2855	Systems_biology	formats
SNF	multi-omics profiles	Omics	Yes	No	Yes	No	http://edamontology.org/topic_3391	Systems_biology	formats
SNF	omics	Omics	Yes	Yes	No	No	http://edamontology.org/topic_3391	Systems_biology	formats
SNF	similarity matrices	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Systems_biology	formats
SNF	clustering	Clustering	Yes	Yes	No	No	http://edamontology.org/operation_3432	Systems_biology	operations
SNF	consensus network building	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
SNF	networks fusion	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	operations
SNF	clustering	Clustering	Yes	Yes	No	No	http://edamontology.org/operation_3432	Systems_biology	topics
SNF	multi-omics data integration	Multiomics 	Yes	No	Yes	No	http://edamontology.org/topic_4021	Systems_biology	topics
SNF	network analysis	Network analysis	Yes	Yes	No	No	http://edamontology.org/operation_3927	Systems_biology	topics
SNF	network integration	Network analysis	Yes	No	Yes	No	http://edamontology.org/operation_3927	Systems_biology	topics
SNF	patient stratification	Personalised medicine	Yes	No	Yes	No	http://edamontology.org/topic_3577	Systems_biology	topics
SPM	anatomical mri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
SPM	fmri	MRI image	Yes	No	Yes	No	http://edamontology.org/data_3442	Neuroimaging	data
SPM	preprocessed data	Data	Yes	No	Yes	No	http://edamontology.org/data_0006	Neuroimaging	data
SPM	results reports	Report	Yes	No	Yes	No	http://edamontology.org/data_2048	Neuroimaging	data
SPM	statistical parametric maps	Statistical estimate score	Yes	No	Yes	No	http://edamontology.org/data_0951	Neuroimaging	data
SPM	dicom	DICOM format	Yes	Yes	No	No	http://edamontology.org/format_3548	Neuroimaging	formats
SPM	jpeg	jpeg	Yes	Yes	No	No	http://edamontology.org/format_3579	Neuroimaging	formats
SPM	mat	MAT	Yes	Yes	No	No	http://edamontology.org/format_3626	Neuroimaging	formats
SPM	nifti	Image format	Yes	No	No	No	http://edamontology.org/format_3549	Neuroimaging	formats
SPM	pdf	PDF	Yes	Yes	No	No	http://edamontology.org/format_3508	Neuroimaging	formats
SPM	ps	PS	Yes	Yes	Yes	No	http://edamontology.org/format_3696	Neuroimaging	formats
SPM	group statistical analysis	Statistical calculation	Yes	No	No	No	http://edamontology.org/operation_2238	Neuroimaging	operations
SPM	subject statistical analysis	Statistical calculation	Yes	No	Yes	No	http://edamontology.org/operation_2238	Neuroimaging	operations
SPM	visualization	Visualisation	Yes	Yes	No	No	http://edamontology.org/operation_0337	Neuroimaging	operations
SPM	brain imaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
SPM	eeg analysis	Medical Imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
SPM	functional & anatomical MRI preprocesing	MRI	Yes	No	Yes	No	http://edamontology.org/topic_3444	Neuroimaging	topics
SPM	neuroimaging	Medical imaging	Yes	No	Yes	No	http://edamontology.org/topic_3384	Neuroimaging	topics
STAR	alignment file	Sequence alignment	Yes	No	No	Yes	http://edamontology.org/data_0863	Genetic_variant	data
STAR	gene annotation	Gene annotation	Yes	Yes	No	No	http://edamontology.org/data_0916	Genetic_variant	data
STAR	raw sequencing reads	Sequence trace	Yes	No	Yes	No	http://edamontology.org/data_0924	Genetic_variant	data
STAR	reference genome	RH scores	Yes	No	Yes	No	http://edamontology.org/data_0926	Genetic_variant	data
STAR	bam	BAM	Yes	Yes	No	No	http://edamontology.org/format_2572	Genetic_variant	formats
STAR	fasta	FASTA	Yes	Yes	No	No	http://edamontology.org/format_1929	Genetic_variant	formats
STAR	fastq	FASTQ	Yes	Yes	No	No	http://edamontology.org/format_1930	Genetic_variant	formats
STAR	gtf	GTF	Yes	Yes	No	No	http://edamontology.org/format_2306	Genetic_variant	formats
STAR	sam	SAM	Yes	Yes	No	No	http://edamontology.org/format_2573	Genetic_variant	formats
STAR	alignment of rna sequencing to reference sequence (or genome)	Sequence alignment	Yes	No	Yes	No	http://edamontology.org/operation_0292	Genetic_variant	operations
STAR	indexing	Indexing	Yes	Yes	No	No	http://edamontology.org/operation_0227	Genetic_variant	operations
STAR	read mapping	Read mapping	Yes	Yes	No	No	http://edamontology.org/operation_3198	Genetic_variant	operations
STAR	rna sequencing	RNA sequencing	Yes	Yes	No	No	http://edamontology.org/topic_3170	Genetic_variant	topics
STAR	sequence alignment	Sequence alignment	Yes	Yes	No	No	http://edamontology.org/operation_0292	Genetic_variant	topics
Samtools_index	alignment file	Sequence alignment	Yes	No	No	Yes	http://edamontology.org/data_0863	Genetic_variant	data
Samtools_index	index alignment file	Genome index	Yes	No	Yes	No	http://edamontology.org/data_3210	Genetic_variant	data
Samtools_index	bai	BAI	Yes	Yes	No	No	http://edamontology.org/format_3327	Genetic_variant	formats
Samtools_index	bam	BAM	Yes	Yes	No	No	http://edamontology.org/format_2572	Genetic_variant	formats
Samtools_index	crai	Data index format	Yes	No	Yes	No	http://edamontology.org/format_3326	Genetic_variant	formats
Samtools_index	cram	CRAM	Yes	Yes	No	No	http://edamontology.org/format_3462	Genetic_variant	formats
Samtools_index	csi	Data index format	Yes	No	Yes	No	http://edamontology.org/format_3326	Genetic_variant	formats
Samtools_index	sam	SAM	Yes	Yes	No	No	http://edamontology.org/format_2573	Genetic_variant	formats
Samtools_index	indexing alignment file	Indexing	Yes	No	Yes	No	http://edamontology.org/operation_0227	Genetic_variant	operations
Samtools_index	dna sequencing	DNA-Seq	Yes	Yes	No	No	http://edamontology.org/topic_3168	Genetic_variant	topics
Samtools_index	sequence alignment	Sequence alignment	Yes	Yes	No	No	http://edamontology.org/operation_0292	Genetic_variant	topics
Scanpy	cluster labels	Identifier	Yes	No	Yes	No	http://edamontology.org/data_0842	Single_Cell	data
Scanpy	differential expression results	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Single_Cell	data
Scanpy	feature metadata	Sequence features metadata	Yes	No	No	Yes	http://edamontology.org/data_2914	Single_Cell	data
Scanpy	images	Image	Yes	Yes	No	No	http://edamontology.org/data_2968	Single_Cell	data
Scanpy	plots	Plot	Yes	Yes	No	No	http://edamontology.org/data_2884	Single_Cell	data
Scanpy	processed expression matrix	Gene expression matrix	Yes	No	No	Yes	http://edamontology.org/data_3112	Single_Cell	data
Scanpy	pseudotime values	Matrix	Yes	No	Yes	No	http://edamontology.org/data_2082	Single_Cell	data
Scanpy	raw count matrix	Count matrix	Yes	Yes	No	No	http://edamontology.org/data_3917	Single_Cell	data
Scanpy	table results	Clustered expression profiles	Yes	No	Yes	No	http://edamontology.org/data_3768	Single_Cell	data
Scanpy	trajectory graph	Trajectory data	Yes	No	Yes	No	http://edamontology.org/data_3870	Single_Cell	data
Scanpy	trajectory tree	Trajectory data	Yes	No	Yes	No	http://edamontology.org/data_3870	Single_Cell	data
Scanpy	bundle format (mtx)	MTX	Yes	Yes	No	No	http://edamontology.org/format_3916	Single_Cell	formats
Scanpy	csv	CSV	Yes	Yes	No	No	http://edamontology.org/format_3752	Single_Cell	formats
Scanpy	h5ad	HDF5	Yes	No	Yes	No	http://edamontology.org/format_3590	Single_Cell	formats
