tools	annotation	candidate EDAM term label	Validation expert	Commentaire expert 1	Commentaire expert 2	hasExactmatch	hasBroader	hasNarrower	EDAM term URI	Comment	domain	edam_category	Commentaire expert 3
MAFFT	fasta	fasta	Yes		ok 	Yes	No	No	http://edamontology.org/format_1929		Phylogeny	formats	
FastME, PhyML	newick	newick	Yes		ok 	Yes	No	No	http://edamontology.org/format_1910		Phylogeny	formats	
FastME, PhyML	phylip	phylip	Yes		ok 	Yes	No	No	http://edamontology.org/format_1435		Phylogeny	formats	
FastME	distance matrix computation	Sequence distance matrix construction	Yes		ok	No	No	Yes	http://edamontology.org/operation_0289		Phylogeny	operations	
MAFFT	fft	 Sequence complexity calculation	No	ça ne correspond pas ici. (ce serait plutôt pour un outil comme repeat masker par exemple)	la definition de http://edamontology.org/operation_0234 ne correspond pas réelment a une fft . Est ce que http://edamontology.org/operation_0346 sequence similary search pourrait convenir ?	No	Yes	No	http://edamontology.org/operation_0234		Phylogeny	operations	
MAFFT	global multiple sequence alignment	Multiple sequence alignment	Yes		ok	No	Yes	No	http://edamontology.org/operation_0492		Phylogeny	operations	
PhyML	maximum-likelihood tree inference	Phylogenetic inference (maximum likelihood and Bayesian methods)	Yes		ok	No	Yes	No	http://edamontology.org/operation_0547		Phylogeny	operations	
FastME	minimum evolution (me)	Evolutionary biology	Yes		ok	No	Yes	No	http://edamontology.org/topic_3299		Phylogeny	operations	
MAFFT	progressive alignment	Sequence alignment analysis	Yes	Multiple Sequence alignement plutôt	d'accord avec Frederic mais c'est redondant avec la ligne 4 http://edamontology.org/operation_0492. je ne vois pas de terme edam qui qualifie l'aspect progressif, peut etrte le terme http://edamontology.org/operation_0258 masi qui reste très générique 	No	Yes	No	http://edamontology.org/operation_0258		Phylogeny	operations	
FastME	topological optimization	Phylogenetic tree topology analysis	Yes	"Je ne sais pas vraiment à quoi se réfère ""tree topology analysis""... FastME c'est plutôt  ""Phylogenetic inference"" (minimum distances)"	au regard de la définition de http://edamontology.org/operation_0551, je valide pour ma part ce  terme	No	Yes	No	http://edamontology.org/operation_0551		Phylogeny	operations	
FastME, PhyML	tree inference	Phlyogenetic tree construction	Yes	"Deux outils ça veut dire que chacun a cette annotation? Le terme EDAM est plutôt ""Phylogenetic tree reconstruction"" non?"	je valide pour ma part ce  terme	No	No	Yes	http://edamontology.org/operation_0323		Phylogeny	operations	
MAFFT	comparative genomics	Comparative genomics	Yes		ok	Yes	No	No	http://edamontology.org/topic_0797		Phylogeny	topics	
FastME	distanced-based phylogenetics	Phylogenetics	Yes		ok	No	Yes	No	http://edamontology.org/topic_3293		Phylogeny	topics	
PhyML	likelihood-based phylogenetics	Phylogenetics	Yes		ok	No	Yes	No	http://edamontology.org/topic_0084		Phylogeny	topics	
MAFFT, PhyML	molecular evolution	Molecular evolution	Yes	Pas sûr de comprendre pourquoi ici on a 2 outils?	ok	Yes	No	No	http://edamontology.org/topic_3945		Phylogeny	topics	
MAFFT	multiple-sequence alignment (msa)	Sequence Analysis	Yes		ok	No	Yes	No	http://edamontology.org/topic_0080		Phylogeny	topics	
FastME, PhyML	phylogenetics	Phylogenetics	Yes	"Pourquoi 3 outils? Pas sûr que MAFFT soit vraiment ""Phylogenetics"""	"ok pour moi pour FastME et PhyML. Pour MAFFT il n'y a effectivement pas de carractère ""study of evolutionary relationships amongst organisms "".   "	Yes	No	No	http://edamontology.org/topic_3293		Phylogeny	topics	
MAFFT	sequence analysis	Sequence analysis	Yes		ok	Yes	No	No	http://edamontology.org/topic_0080		Phylogeny	topics	
MAFFT	sequence annotation	Sequence annotation	No	Pas vraiment annotation de séquence?	d'accord avec frederic	Yes	No	No	http://edamontology.org/operation_0361	operation not a topic	Phylogeny	topics	
Scanpy, Seurat	atacseq data	no_matching_term				No	No	No		no matching data	Single_Cell	data	
Monocle3	branch labels	Name	Yes	Ou Identifier plutot ?		No	Yes	No	http://edamontology.org/data_2099		Single_Cell	data	
Seurat	cell embeddings	Matrix	Yes			No	Yes	No	http://edamontology.org/data_2082		Single_Cell	data	
Monocle3, Scanpy, Seurat	cell metadata	Expression data	No	Il faudrait la meme chose que : Sequence features metadata mais pour les observations et non les variables		No	Yes	No	http://edamontology.org/data_2603		Single_Cell	data	
Scanpy, Seurat	cite-seq	no_matching_term				No	No	No		no matching data	Single_Cell	data	
Scanpy, Seurat	cluster labels	Identifier	Yes			No	Yes	No	http://edamontology.org/data_0842		Single_Cell	data	
Monocle3, Scanpy	differential expression results	Matrix	Yes	http://edamontology.org/data_2082		No	Yes	No	http://edamontology.org/data_2082		Single_Cell	data	
Monocle3	expression matrices	Gene expression matrix	Yes	Plutot : Gene expression matrix		No	Yes	No	http://edamontology.org/data_3112		Single_Cell	data	
Seurat	expression matrix	Gene expression matrix	Yes	Plutot : Gene expression matrix		No	Yes	No	http://edamontology.org/data_3112		Single_Cell	data	
Scanpy, Seurat	feature metadata	Sequence features metadata	Yes			No	No	Yes	http://edamontology.org/data_2914		Single_Cell	data	
Scanpy, Seurat	images	Image	Yes			Yes	No	No	http://edamontology.org/data_2968		Single_Cell	data	
Monocle3, Scanpy, Seurat	plots	Plot	Yes			Yes	No	No	http://edamontology.org/data_2884		Single_Cell	data	
Scanpy	processed expression matrix	Gene expression matrix	Yes			No	No	Yes	http://edamontology.org/data_3112		Single_Cell	data	
Monocle3, Scanpy	pseudotime values	Matrix	Yes			No	Yes	No	http://edamontology.org/data_2082		Single_Cell	data	
Scanpy, Seurat	raw count matrix	Count matrix	Yes			Yes	No	No	http://edamontology.org/data_3917		Single_Cell	data	
Scanpy, Seurat	scrna-seq data	no_matching_term		RNAseq data ?		No	No	No		no matching data	Single_Cell	data	
Scanpy, Seurat	spatial transcriptomic	Sequence coordinates	No			No	Yes	No	http://edamontology.org/data_2012		Single_Cell	data	
Scanpy, Seurat	table results	Clustered expression profiles	Yes	http://edamontology.org/data_3768 ou http://edamontology.org/data_3753		No	Yes	No	http://edamontology.org/data_3768		Single_Cell	data	
Monocle3, Scanpy	trajectory graph	Trajectory data	Yes	Oui en faisant évoluer la définition		No	Yes	No	http://edamontology.org/data_3870		Single_Cell	data	
Monocle3, Scanpy	trajectory tree	Trajectory data	Yes	Oui en faisant évoluer la définition		No	Yes	No	http://edamontology.org/data_3870		Single_Cell	data	
Monocle3, Scanpy, Seurat	bundle format (mtx)	MTX	Yes			Yes	No	No	http://edamontology.org/format_3916		Single_Cell	formats	
Monocle3, Scanpy, Seurat	csv	CSV	Yes			Yes	No	No	http://edamontology.org/format_3752		Single_Cell	formats	
Scanpy	h5ad	HDF5	Yes	sous classe de HDF5		No	Yes	No	http://edamontology.org/format_3590		Single_Cell	formats	
Scanpy, Seurat	hdf5	HDF5	Yes			Yes	No	No	http://edamontology.org/format_3590		Single_Cell	formats	
Monocle3, Scanpy, Seurat	jpeg	JPEG	Yes			Yes	No	No	http://edamontology.org/format_3579		Single_Cell	formats	
Monocle3, Scanpy, Seurat	pdf	PDF	Yes			Yes	No	No	http://edamontology.org/format_3508		Single_Cell	formats	
Monocle3, Scanpy, Seurat	png	PNG	Yes			Yes	No	No	http://edamontology.org/format_3603		Single_Cell	formats	
Monocle3, Seurat	rds	Binary format	Yes	http://edamontology.org/format_2333		No	Yes	No	http://edamontology.org/format_2333		Single_Cell	formats	
Monocle3, Scanpy, Seurat	svg	SVG	Yes			Yes	No	No	http://edamontology.org/format_3603		Single_Cell	formats	
Scanpy, Seurat	tiff	TIFF	Yes			Yes	No	No	http://edamontology.org/format_3591		Single_Cell	formats	
Monocle3, Scanpy, Seurat	tsv	TSV	Yes			Yes	No	No	http://edamontology.org/format_3475		Single_Cell	formats	
Monocle3	cell trajectories inference	Expression profile comparison	Yes			No	Yes	No	http://edamontology.org/operation_0315		Single_Cell	operations	
Scanpy	cell trajectory inference	Expression profile comparison	Yes			No	Yes	No	http://edamontology.org/operation_0315		Single_Cell	operations	
Monocle3, Scanpy, Seurat	clustering	Clustering	Yes			Yes	No	No	http://edamontology.org/operation_3432		Single_Cell	operations	
Scanpy, Seurat	data integration	Data integration and warehousing	No	la description pourrait correspondre (si on s'affranchi de là où il est rangé)		No	Yes	No	http://edamontology.org/topic_3366	topic not a operation	Single_Cell	operations	
Monocle3	differential expression over cell trajectory	Differential expression analysis	Yes			No	Yes	No	http://edamontology.org/operation_3223		Single_Cell	operations	
Scanpy, Seurat	differential expression testing	Differential expression analysis	Yes			No	Yes	No	http://edamontology.org/operation_3223		Single_Cell	operations	
Scanpy, Seurat	dimensionality reduction	Dimensionality reduction	Yes	même si la définition décrit surtout une PCA alors qu'il y a d'autres méthodes, peut etre pas assez générale		Yes	No	No	http://edamontology.org/operation_3935		Single_Cell	operations	
Monocle3, Scanpy, Seurat	normalization	Normalization	Yes			Yes	No	No	http://edamontology.org/operation_3435		Single_Cell	operations	
Scanpy	pseudotime analysis	RNA-seq time series data analysis	No	"ici on parle bien de ""pseudo"" temps et ce n'est pas du time-series comme sous entendu par le terme edam"		No	No	No	http://edamontology.org/operation_3565		Single_Cell	operations	
Monocle3	quality control	Validation	No	assez abstrait il meriterait d'avoir une sous classe comme pour sequencing QC		No	Yes	No	http://edamontology.org/operation_2428		Single_Cell	operations	
Scanpy, Seurat	quality controls	Validation	No	assez abstrait il meriterait d'avoir une sous classe comme pour sequencing QC		No	Yes	No	http://edamontology.org/operation_2428		Single_Cell	operations	
Monocle3	reduction dimensions	Dimensionality reduction	Yes			Yes	No	No	http://edamontology.org/operation_3935		Single_Cell	operations	
Monocle3	visualisations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337		Single_Cell	operations	
Scanpy, Seurat	visualization	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337		Single_Cell	operations	
Monocle3	cell trajectories inference	Single-cell sequencing	Yes	j'aurais tendance à mettre également single-cell sequencing		No	Yes	No	http://edamontology.org/topic_4028		Single_Cell	topics	
Monocle3, Scanpy, Seurat	single-cell genomic	Single-cell sequencing	Yes			No	Yes	No	http://edamontology.org/topic_4028		Single_Cell	topics	
Seurat	spatial transcriptomics	DATA Gene expression profile	Yes	ok avec la définition dans l'url		No	Yes	No	http://edamontology.org/data_0928		Single_Cell	topics	
Scanpy	trajectory inference	Single-cell sequencing	Yes			No	Yes	No	http://edamontology.org/topic_4028		Single_Cell	topics	
CarveMe	genome annotations	Genome annotation	Yes	Yes although not the main objective		Yes	No	No	http://edamontology.org/operation_0362	Operation not a data	Systems_biology	data	
CarveMe	genome-scale metabolic models	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
CarveMe	metabolic networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
CarveMe	taxonomic information	Taxonomic classification	No			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	data	
CarveMe, eggNOG-mapper	gene sequences	Sequence	Yes			No	Yes	No	http://edamontology.org/data_2044		Systems_biology	data	
CarveMe, String.db, eggNOG-mapper	protein sequences	Protein sequence	Yes			Yes	No	No	http://edamontology.org/data_2976		Systems_biology	data	
COBRApy	constraints	no_matching_term				No	No	No		no matching data	Systems_biology	data	
COBRApy	flux distributions	Physiology parameter	No			No	Yes	No	http://edamontology.org/data_3722		Systems_biology	data	
COBRApy	metabolic network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
COBRApy	metabolic network/model or nothing if created from scratch	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
COBRApy	metabolites	Reaction data	Yes			No	Yes	No	http://edamontology.org/data_2978		Systems_biology	data	
COBRApy	objective functions	no_matching_term				No	No	No		no matching data	Systems_biology	data	
COBRApy	optimization results	Optimisation and refinement	Yes			No	Yes	No	http://edamontology.org/operation_2425	operation not a data	Systems_biology	data	
COBRApy	results of simulations	Simulation	Yes			No	Yes	No	http://edamontology.org/data_3869		Systems_biology	data	
COBRApy, CarveMe, Fluxer	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
Cytoscape	analysis report	no_matching_term				No	No	No		no matching data	Systems_biology	data	
Cytoscape	edge attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	I'm not sure for this one
Cytoscape	images	Image	Yes			Yes	No	No	http://edamontology.org/data_2968		Systems_biology	data	
Cytoscape	list of nodes and edges	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
Cytoscape	metrics	Quality control report	No			No	No	Yes	http://edamontology.org/data_3914		Systems_biology	data	
Cytoscape	node attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	I'm not sure for this one
Cytoscape, RWR	network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
eggNOG-mapper	metagenomic contigs	Sequence assembly	No			No	Yes	No	http://edamontology.org/data_0925		Systems_biology	data	
eggNOG-mapper	nucleotide sequences	Nucleic acid sequence	Yes			Yes	No	No	http://edamontology.org/data_2977		Systems_biology	data	
eggNOG-mapper	orthologous groups	Gene family report	No	A bit unsure here		No	Yes	No	http://edamontology.org/data_3148		Systems_biology	data	
eggNOG-mapper	table containing multiple annotations for each gene or protein	Annotated text	No			No	Yes	No	http://edamontology.org/data_3779		Systems_biology	data	
eggNOG-mapper	taxonomic assignments	Taxonomic classification	Yes			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	data	
Fluxer	annotated flux maps	Volume map	No			No	Yes	No	http://edamontology.org/data_0940		Systems_biology	data	
Fluxer	biochemical pathway diagrams	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
Fluxer	visualizations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337	Operation not a data	Systems_biology	data	
Fluxer, GSEA	pictures	Image	Yes	At least for fluxer	also for cytoscape	Yes	No	No	http://edamontology.org/data_2968		Systems_biology	data	agree with expert 2
Fluxer, String.db	networks	Pathway or network	Yes	At least for fluxer		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	also for string
GSEA	annotation p values	P-value	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1669		Systems_biology	data	
GSEA	enrichment scores	GO-term enrichment data	No	EDAM term more specific than annotation		No	No	Yes	http://edamontology.org/data_3754		Systems_biology	data	to specific, the parent term will be ok
GSEA	false discovery rates	no_matching_term				No	No	No		no matching data	Systems_biology	data	
GSEA	gene expression matrix	Gene expression matrix	Yes			Yes	No	No	http://edamontology.org/data_3112		Systems_biology	data	
GSEA	gene sets	Gene ID	No			No	Yes	No	http://edamontology.org/data_2295		Systems_biology	data	
GSEA	graph	Graph data	Yes			No	Yes	No	http://edamontology.org/data_2884		Systems_biology	data	
GSEA	normalized enrichment plots	Enrichment analysis	No	plot and analysis are not of the same tyme (data versus process)		No	Yes	No	http://edamontology.org/operation_3501	Operation not a data	Systems_biology	data	no
GSEA	ranked gene lists	Gene identifier	No	in the annotation, the fact that the gene list is ranked is important		No	Yes	No	http://edamontology.org/data_1025		Systems_biology	data	no
GSEA	ranked list genes/proteins (with weights) and annotations data (cellular functions/biological processes)	Identifier (by type of data)	No	in the annotation, the fact that the gene list is ranked is important		No	Yes	No	http://edamontology.org/data_0976		Systems_biology	data	no
MOFA2	factors and latent spaces	no_matching_term				No	No	No		no matching data	Systems_biology	data	
MOFA2	feature loadings	Sequence features	No			No	Yes	No	http://edamontology.org/data_1255		Systems_biology	data	
MOFA2	omics matrices	Matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2082		Systems_biology	data	
MOFA2	paired omics data	Pair sequence alignment	No			No	Yes	No	http://edamontology.org/data_1381		Systems_biology	data	
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_0950		Systems_biology	data	
MULTIXRANK	multi-layer network graphs	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
MULTIXRANK	network ranking	Pathway or network	No	no, ranking is important, it's the result of the analysis		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
MULTIXRANK	network result	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
MULTIXRANK	scores	Score	Yes			Yes	No	No	http://edamontology.org/data_1772		Systems_biology	data	
MULTIXRANK, RWR	edge weights	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
MULTIXRANK, RWR	network and seed	Pathway or network	No	seeds are important		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
MULTIXRANK, RWR	ranked node lists	no_matching_term				No	No	No	no matching data		Systems_biology	data	
MULTIXRANK, RWR	seed nodes	Pathway or network	No			No	No	No	http://edamontology.org/data_2600		Systems_biology	data	
RWR	biological networks	Network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
RWR	convergence scores	Score	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1772		Systems_biology	data	
RWR	node lists	Pathway or network	No	node list could be a format of network data but could also be a result from an analysis		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
RWR	propagation profiles	Structural profile	No			No	Yes	No	http://edamontology.org/data_0889	not sure	Systems_biology	data	
RWR	restart probability	no_matching_term				No	No	No	no matching data		Systems_biology	data	
RWR	seed	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
RWR	subnetwork modules	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
SNF	clinical data	Clinical trial information	No			No	Yes	No	http://edamontology.org/data_3558		Systems_biology	data	
SNF	fused networks	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
SNF	fused similarity matrix	Distance matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2855	not sure	Systems_biology	data	
SNF	methylation	Sequence tag profile	No			No	Yes	No	http://edamontology.org/data_2535		Systems_biology	data	
SNF	multi-omics profiles	Omics	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/topic_3391	Topic not a data	Systems_biology	data	
SNF	omics	Omics	Yes			Yes	No	No	http://edamontology.org/topic_3391	Topic not a data	Systems_biology	data	
SNF	patient clusters	no_matching_term				No	No	No		no matching data	Systems_biology	data	
SNF	similarity matrices	Matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2082		Systems_biology	data	
String.db	confidence scores	Score	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1772		Systems_biology	data	
String.db	enrichment results	GO-term enrichment data	No	EDAM term more specific than annotation		No	No	Yes	http://edamontology.org/data_3754		Systems_biology	data	
String.db	gene name	Gene name	Yes			Yes	No	No	http://edamontology.org/data_2299		Systems_biology	data	
String.db	interaction networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	data	
String.db	organism-specific queries	Organism identifier	No			No	Yes	No	http://edamontology.org/data_1869		Systems_biology	data	
String.db	protein identifiers	Protein family identifier	No	EDAM term more specific than annotation		No	Yes	No	http://edamontology.org/data_1075		Systems_biology	data	
String.db	protein name	Protein name	Yes			Yes	No	No	http://edamontology.org/data_1009		Systems_biology	data	
String.db	sequences	Sequence	Yes			Yes	No	No	http://edamontology.org/data_2044		Systems_biology	data	
String.db, eggNOG-mapper	functional annotations	Sequence record	No			No	Yes	No	http://edamontology.org/data_0849		Systems_biology	data	
CarveMe	genome annotations	Genome annotation	Yes	Yes although not the main objective		Yes	No	No	http://edamontology.org/operation_0362	Operation not a data	Systems_biology	formats	
CarveMe	genome-scale metabolic models	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
CarveMe	metabolic networks	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
CarveMe	taxonomic information	Taxonomic classification	No			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	formats	
CarveMe, eggNOG-mapper	gene sequences	Sequence	Yes			No	Yes	No	http://edamontology.org/data_2044		Systems_biology	formats	
CarveMe, String.db, eggNOG-mapper	protein sequences	Protein sequence	Yes			Yes	No	No	http://edamontology.org/data_2976		Systems_biology	formats	
COBRApy	constraints	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
COBRApy	flux distributions	Physiology parameter	No			No	Yes	No	http://edamontology.org/data_3722		Systems_biology	formats	
COBRApy	metabolic network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
COBRApy	metabolic network/model or nothing if created from scratch	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
COBRApy	metabolites	Reaction data	Yes			No	Yes	No	http://edamontology.org/data_2978		Systems_biology	formats	
COBRApy	objective functions	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
COBRApy	optimization results	Optimisation and refinement	Yes			No	Yes	No	http://edamontology.org/operation_2425	operation not a data	Systems_biology	formats	
COBRApy	results of simulations	Simulation	Yes			No	Yes	No	http://edamontology.org/data_3869		Systems_biology	formats	
COBRApy, CarveMe, Fluxer	metabolic model	Mathematical model	Yes			No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
Cytoscape	analysis report	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
Cytoscape	edge attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	I'm not sure for this one
Cytoscape	images	Image	Yes			Yes	No	No	http://edamontology.org/data_2968		Systems_biology	formats	
Cytoscape	list of nodes and edges	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
Cytoscape	metrics	Quality control report	No			No	No	Yes	http://edamontology.org/data_3914		Systems_biology	formats	
Cytoscape	node attribute	Pathway or network	No	I would have say that it's different but the first reviewer said yes		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	I'm not sure for this one
Cytoscape, RWR	network	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
eggNOG-mapper	metagenomic contigs	Sequence assembly	No			No	Yes	No	http://edamontology.org/data_0925		Systems_biology	formats	
eggNOG-mapper	nucleotide sequences	Nucleic acid sequence	Yes			Yes	No	No	http://edamontology.org/data_2977		Systems_biology	formats	
eggNOG-mapper	orthologous groups	Gene family report	No	A bit unsure here		No	Yes	No	http://edamontology.org/data_3148		Systems_biology	formats	
eggNOG-mapper	table containing multiple annotations for each gene or protein	Annotated text	No			No	Yes	No	http://edamontology.org/data_3779		Systems_biology	formats	
eggNOG-mapper	taxonomic assignments	Taxonomic classification	Yes			No	Yes	No	http://edamontology.org/data_1872		Systems_biology	formats	
Fluxer	annotated flux maps	Volume map	No			No	Yes	No	http://edamontology.org/data_0940		Systems_biology	formats	
Fluxer	biochemical pathway diagrams	Pathway or network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
Fluxer	visualizations	Visualisation	Yes			Yes	No	No	http://edamontology.org/operation_0337	Operation not a data	Systems_biology	formats	
Fluxer, GSEA	pictures	Image	Yes	At least for fluxer	also for cytoscape	Yes	No	No	http://edamontology.org/data_2968		Systems_biology	formats	agree with expert 2
Fluxer, String.db	networks	Pathway or network	Yes	At least for fluxer		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	also for string
GSEA	annotation p values	P-value	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1669		Systems_biology	formats	
GSEA	enrichment scores	GO-term enrichment data	No	EDAM term more specific than annotation		No	No	Yes	http://edamontology.org/data_3754		Systems_biology	formats	to specific, the parent term will be ok
GSEA	false discovery rates	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
GSEA	gene expression matrix	Gene expression matrix	Yes			Yes	No	No	http://edamontology.org/data_3112		Systems_biology	formats	
GSEA	gene sets	Gene ID	No			No	Yes	No	http://edamontology.org/data_2295		Systems_biology	formats	
GSEA	graph	Graph data	Yes			No	Yes	No	http://edamontology.org/data_2884		Systems_biology	formats	
GSEA	normalized enrichment plots	Enrichment analysis	No	plot and analysis are not of the same tyme (data versus process)		No	Yes	No	http://edamontology.org/operation_3501	Operation not a data	Systems_biology	formats	no
GSEA	ranked gene lists	Gene identifier	No	in the annotation, the fact that the gene list is ranked is important		No	Yes	No	http://edamontology.org/data_1025		Systems_biology	formats	no
GSEA	ranked list genes/proteins (with weights) and annotations data (cellular functions/biological processes)	Identifier (by type of data)	No	in the annotation, the fact that the gene list is ranked is important		No	Yes	No	http://edamontology.org/data_0976		Systems_biology	formats	no
MOFA2	factors and latent spaces	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
MOFA2	feature loadings	Sequence features	No			No	Yes	No	http://edamontology.org/data_1255		Systems_biology	formats	
MOFA2	omics matrices	Matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2082		Systems_biology	formats	
MOFA2	paired omics data	Pair sequence alignment	No			No	Yes	No	http://edamontology.org/data_1381		Systems_biology	formats	
MULTIXRANK	heterogeneous networks	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_0950		Systems_biology	formats	
MULTIXRANK	multi-layer network graphs	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
MULTIXRANK	network ranking	Pathway or network	No	no, ranking is important, it's the result of the analysis		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
MULTIXRANK	network result	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
MULTIXRANK	scores	Score	Yes			Yes	No	No	http://edamontology.org/data_1772		Systems_biology	formats	
MULTIXRANK, RWR	edge weights	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
MULTIXRANK, RWR	network and seed	Pathway or network	No	seeds are important		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
MULTIXRANK, RWR	ranked node lists	no_matching_term				No	No	No	no matching data		Systems_biology	formats	
MULTIXRANK, RWR	seed nodes	Pathway or network	No			No	No	No	http://edamontology.org/data_2600		Systems_biology	formats	
RWR	biological networks	Network	Yes			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
RWR	convergence scores	Score	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_1772		Systems_biology	formats	
RWR	node lists	Pathway or network	No	node list could be a format of network data but could also be a result from an analysis		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
RWR	propagation profiles	Structural profile	No			No	Yes	No	http://edamontology.org/data_0889	not sure	Systems_biology	formats	
RWR	restart probability	no_matching_term				No	No	No	no matching data		Systems_biology	formats	
RWR	seed	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
RWR	subnetwork modules	Pathway or network	No			No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
SNF	clinical data	Clinical trial information	No			No	Yes	No	http://edamontology.org/data_3558		Systems_biology	formats	
SNF	fused networks	Pathway or network	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2600		Systems_biology	formats	
SNF	fused similarity matrix	Distance matrix	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/data_2855	not sure	Systems_biology	formats	
SNF	methylation	Sequence tag profile	No			No	Yes	No	http://edamontology.org/data_2535		Systems_biology	formats	
SNF	multi-omics profiles	Omics	Yes	annotation more specific than Edam term		No	Yes	No	http://edamontology.org/topic_3391	Topic not a data	Systems_biology	formats	
SNF	omics	Omics	Yes			Yes	No	No	http://edamontology.org/topic_3391	Topic not a data	Systems_biology	formats	
SNF	patient clusters	no_matching_term				No	No	No		no matching data	Systems_biology	formats	
